sample_id,latitude,longitude,spatial_block_id,regional_zone_id,label_status,manganese_associated,data_quality_flag,feature_distribution_distance,distance_to_nearest_known_manganese_occurrence_km,geological_group,geological_formation,stratigraphic_unit,lithology,host_rock,ore_host_compatibility_score,formation_contact_distance_km,geological_age_ma,metamorphic_grade,weathering_class,alteration_intensity,geological_complexity_score,distance_to_fault_km,distance_to_lineament_km,lineament_density_per_sq_km,lineament_intersection_density,shear_zone_proximity_km,structural_complexity_score,fold_position,fold_hinge_proximity_km,structural_orientation,distance_to_major_geological_contact_km,drainage_anomaly_score,elevation_m,slope_deg,aspect_deg,aspect_sin,aspect_cos,curvature,terrain_ruggedness,local_relief_m,drainage_density,topographic_position_index,valley_or_ridge_class,B2,B3,B4,B5,B6,B7,B8,B8A,B11,B12,NDVI,NDMI,MNDWI,BSI,B4_B2_ratio,B11_B12_ratio,B12_B8_ratio,B11_B8_ratio,gossan_alteration_index,red_edge_ratio_1,red_edge_ratio_2,VV,VH,VV_VH_ratio,radar_backscatter_mean,radar_texture,radar_roughness_proxy,aster_vnir_swir_proxy,aster_thermal_lithology_proxy,multisensor_spectral_anomaly_score
SAU-006887,21.68017,79.69175,BLK_014_006,ZONE_05,UNLABELLED,not_documented,ok,2.48809,4.07572,Sausar Group,Chorbaoli Formation,Chorbaoli Formation (undifferentiated),Quartz-mica schist and quartzite,Quartz-mica schist and quartzite,0.2718,2.22249,1631.66846,high (upper amphibolite),highly weathered / lateritic,0.5479,0.4639,2.70694,2.10976,1.81421,1.25143,17.94403,0.6043,not_applicable,12.58915,NNE-SSW,1.20262,0.6047,361.21777,5.17083,330.70208,-0.48935,0.87209,0.1887,10.19136,42.2643,1.35215,-1.57912,slope,0.08875,0.07974,0.13917,0.14178,0.08513,0.13976,0.13271,0.12134,0.33079,0.22503,-0.02376,-0.42736,-0.61153,0.35941,1.56811,1.46998,1.69565,2.49258,2.1221,0.60044,0.98575,-11.8057,-21.7568,9.9511,-16.78125,0.44326,0.72893,0.81481,0.5176,0.3859
SAU-006888,21.84346,80.23135,BLK_017_017,ZONE_03,POSITIVE,associated,ok,3.47007,0.38472,Sausar Group,Mansar Formation,Mansar Fm - Manganese Horizon III (upper),Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon,Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon [ore-adjacent facies],1.0,0.32878,1675.97085,granulite facies,moderately weathered,0.617,0.5554,6.26178,4.29363,2.51011,1.00271,3.80439,0.6004,not_applicable,12.78626,NNE-SSW,0.05465,0.2078,455.72292,6.58652,143.39201,0.59634,-0.80273,-0.456,12.80056,58.26882,2.1752,6.25753,ridge,0.03124,0.0828,0.005,0.06846,0.26246,0.31375,0.33718,0.34228,0.17356,0.13486,0.97078,0.32036,-0.35403,-0.34711,0.16005,1.28696,0.39996,0.51474,0.48466,3.83377,4.58297,-7.72018,-15.60168,7.8815,-11.66093,,0.37783,0.2919,0.4726,0.453
SAU-006889,21.74315,79.86283,BLK_015_010,ZONE_05,UNCERTAIN,ambiguous,ok,3.18279,2.88399,Sausar Group,Sitasaongi Formation,Sitasaongi Formation (undifferentiated),Quartz-muscovite schist and gneiss,Quartz-muscovite schist and gneiss,,0.05125,1915.76686,medium (lower amphibolite),fresh / slightly weathered,0.5583,0.5222,1.90964,0.72108,2.31733,1.38071,7.80782,0.7919,limb,19.07806,NW-SE,0.44719,0.4176,260.0,5.78201,255.68844,-0.96897,-0.24719,0.4294,10.76321,39.86399,1.93176,-4.15237,valley,0.0506,0.0621,0.1045,0.09704,0.13172,0.18417,0.16398,0.20129,0.21908,0.17558,0.22154,-0.14384,-0.55829,0.20254,2.06522,1.24775,1.07074,1.33602,1.50797,1.35738,1.89788,-11.23044,-22.24886,11.01842,-16.73965,0.25426,0.28343,0.28273,0.5288,0.3964
SAU-006890,21.71112,79.87829,BLK_015_010,ZONE_05,UNLABELLED,not_documented,ok,2.48379,3.08924,Sausar Group,Lohangi Formation,Lohangi Formation (undifferentiated),"Marble, calc-silicate rock, granulite/gneiss","Marble, calc-silicate rock, granulite/gneiss",0.3885,0.58971,1997.64072,high (upper amphibolite),highly weathered / lateritic,0.5169,0.5935,0.49488,0.27089,1.41258,0.6257,,0.5322,limb,17.00183,NNE-SSW,2.44469,0.5557,260.0,10.06223,269.45773,-0.99996,-0.00946,0.5331,11.78012,38.71711,1.78241,,valley,0.05454,0.05523,0.11141,0.10985,0.14761,0.15353,0.18756,0.20076,0.22126,0.19698,0.25471,-0.08243,-0.60049,0.15758,2.04272,1.12326,1.05022,1.17968,1.3741,1.34374,1.39763,-11.76721,-20.01013,8.24292,-15.88867,0.77507,0.29454,0.36862,0.3821,
SAU-006891,21.70238,79.87299,BLK_015_010,ZONE_05,UNLABELLED,not_documented,ok,3.49238,3.07561,Sausar Group,Lohangi Formation,Lohangi Formation (undifferentiated),"Marble, calc-silicate rock, granulite/gneiss","Marble, calc-silicate rock, granulite/gneiss",0.0085,2.00885,2016.88027,granulite facies,highly weathered / lateritic,0.271,0.4168,0.90712,0.69719,1.22933,0.55793,3.80466,0.292,not_applicable,15.90563,NW-SE,1.33234,0.4377,268.04355,5.07819,267.87153,-0.99931,-0.03714,0.2669,8.34989,38.88576,1.53983,-5.77023,valley,0.04706,0.04966,0.0213,0.08106,0.20896,0.20151,0.23693,0.25554,0.18435,0.16322,0.83503,0.12481,-0.57557,-0.16,0.45261,1.12946,0.6889,0.77808,0.72415,2.57784,2.48594,-10.58558,-18.07667,7.49109,-14.33113,0.20036,0.16966,-0.25879,0.3532,0.4048
SAU-006892,21.62518,79.72748,BLK_013_007,ZONE_09,UNLABELLED,not_documented,ok,3.11991,6.40404,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)","Biotite gneiss (potassic, migmatitic)",0.0767,5.42037,2579.74158,low (greenschist),moderately weathered,0.0868,0.4035,1.96975,1.21853,1.04266,0.61673,13.47465,0.602,not_applicable,5.51174,ENE-WSW,7.18797,0.4784,396.21571,4.70455,325.79669,-0.56213,0.82705,-0.0895,8.60733,40.98179,1.22125,1.34105,slope,0.06818,0.08801,0.04245,0.09269,0.25697,,0.38034,0.32496,0.21265,0.18272,0.79919,0.28279,-0.41455,-0.27489,0.62262,1.1638,0.48041,0.55911,0.56876,2.77236,,-12.04291,-14.43936,2.39645,-13.24113,,,0.24137,0.9025,0.3165
SAU-006893,21.79859,80.16027,BLK_016_016,ZONE_03,UNLABELLED,not_documented,ok,3.29466,2.35876,Sausar Group,Lohangi Formation,Lohangi Formation (undifferentiated),"Marble, calc-silicate rock, granulite/gneiss","Marble, calc-silicate rock, granulite/gneiss",0.5362,0.24382,1656.30501,medium (lower amphibolite),fresh / slightly weathered,0.619,0.518,3.02593,2.14366,2.11495,1.04941,4.26791,0.5425,not_applicable,18.58414,N-S,0.99471,0.4907,448.4723,4.61878,96.54845,0.99348,-0.11404,-0.2078,8.95076,37.10647,2.70659,4.29499,ridge,0.10038,0.08205,0.1234,0.13698,0.18312,0.19011,0.22223,0.24878,0.2002,0.11715,0.28594,0.05215,-0.4186,0.00153,1.22933,1.70892,0.52716,0.90087,1.00307,1.33684,1.38787,-10.11842,-19.68054,9.56213,-14.89948,0.65343,0.64555,0.45605,0.0301,0.4127
SAU-006894,21.86738,80.19808,BLK_018_016,ZONE_03,UNLABELLED,not_documented,ok,4.36767,4.5584,Sausar Group,Junewani Formation,Junewani Formation (undifferentiated),Biotite-muscovite schist/gneiss and biotite granulite,Biotite-muscovite schist/gneiss and biotite granulite,0.4554,0.6424,,high (upper amphibolite),fresh / slightly weathered,0.3245,0.3961,2.61152,1.40475,1.67911,1.14201,7.94139,0.6647,not_applicable,16.80402,ENE-WSW,2.58697,0.6721,561.58904,8.03911,147.02587,0.54426,-0.83892,-0.6295,2.40779,23.38161,1.49898,4.76687,ridge,0.03647,0.07054,0.005,0.07297,0.33227,0.43434,0.47587,0.44958,0.10591,0.07682,0.9792,0.63591,-0.20045,-0.64409,0.1371,1.37868,0.16143,0.22256,0.21648,4.55352,5.95231,-12.94827,-14.1057,1.15743,-13.52699,0.07023,0.25739,-0.42969,1.0,0.5015
SAU-006895,21.70736,80.15321,BLK_015_016,ZONE_03,UNLABELLED,not_documented,ok,2.75166,10.69801,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)","Biotite gneiss (potassic, migmatitic)",0.3989,8.41124,2111.36638,high (upper amphibolite),fresh / slightly weathered,0.2923,0.6074,3.32617,2.00402,0.95173,0.74514,5.21075,0.5404,limb,19.48986,NW-SE,1.81455,0.2055,476.3828,2.96884,120.44312,0.86213,-0.50668,0.1099,13.73926,54.34777,1.70603,-1.06417,slope,0.10282,0.13745,0.13258,0.15609,0.28009,0.30002,0.32134,0.31699,0.125,0.01355,0.41584,0.43989,0.04744,-0.24435,1.28944,9.22509,0.04217,0.389,0.60727,1.79441,1.9221,-9.48616,-16.7291,7.24294,-13.10763,0.38439,0.78663,0.54565,0.9302,0.4603
SAU-006896,21.8044,80.26146,BLK_017_018,ZONE_03,UNLABELLED,not_documented,ok,2.67581,5.04375,Sausar Group,Sitasaongi Formation,Sitasaongi Formation (undifferentiated),Quartz-muscovite schist and gneiss,Quartz-muscovite schist and gneiss,0.3484,4.81691,2018.54214,high (upper amphibolite),highly weathered / lateritic,0.5051,0.57,1.26484,1.07039,1.12689,0.09572,1.52152,,not_applicable,8.64242,N-S,0.33326,,426.26321,8.00204,141.20322,0.62656,-0.77937,0.0735,10.49074,36.05192,1.32381,-2.15693,slope,0.06146,0.06983,0.09137,0.11526,0.18345,0.22466,0.2448,0.2191,0.24222,0.16559,0.45641,0.0053,-0.55244,0.04271,1.48666,1.46277,0.67643,0.98946,1.08924,1.59162,1.94916,-9.22943,-19.80569,10.57625,-14.51756,0.4495,0.09236,-0.45299,0.6901,0.3686
SAU-006897,21.54699,79.67312,BLK_011_006,ZONE_09,UNCERTAIN,ambiguous,ok,2.69336,2.18738,Sausar Group,Junewani Formation,Junewani Formation (undifferentiated),Biotite-muscovite schist/gneiss and biotite granulite,Biotite-muscovite schist/gneiss and biotite granulite,0.362,0.14263,1984.2846,low (greenschist),highly weathered / lateritic,0.4123,0.4156,3.10098,2.29154,1.53253,1.10285,3.1941,0.6955,limb,3.03517,NW-SE,2.43462,0.3203,396.26599,3.22099,345.1917,-0.25559,0.96679,0.2441,12.04784,50.75601,1.44664,-3.45909,valley,0.06939,0.04835,0.09027,0.10047,0.12254,0.12716,0.14909,,0.30625,0.23492,0.24574,-0.34515,-0.7273,0.2895,1.30091,1.30364,1.57569,2.05413,1.8149,1.21967,1.26565,-11.32537,-19.32362,7.99825,-15.32449,0.37158,0.96045,-0.84489,1.0,0.2608
SAU-006898,21.76607,80.16557,BLK_016_016,ZONE_03,UNLABELLED,not_documented,ok,3.54362,4.16341,Sausar Group,Chorbaoli Formation,Chorbaoli Formation (undifferentiated),Quartz-mica schist and quartzite,Quartz-mica schist and quartzite,0.5511,1.10354,1653.4004,medium (lower amphibolite),highly weathered / lateritic,0.3172,0.3557,,2.24636,1.08419,0.50969,1.06459,0.6295,not_applicable,17.47251,N-S,0.06393,0.281,478.2127,7.58513,103.05168,0.97417,-0.22583,0.1023,10.44061,59.77012,1.10995,1.35868,slope,0.068,0.12555,0.0829,0.12669,0.29443,0.36004,0.33164,0.35555,0.07541,0.02094,0.60004,0.62948,0.2495,-0.43253,1.21912,3.60124,0.06314,0.22739,0.39613,2.32402,2.8419,-9.00422,-16.38072,7.3765,-12.69247,0.29396,1.0024,0.49998,1.0,0.4071
SAU-006899,21.71824,79.85004,BLK_015_010,ZONE_05,UNLABELLED,not_documented,ok,3.58308,0.19437,Sausar Group,Mansar Formation,Mansar Fm - Manganese Horizon I (lower),Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon,Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon [ore-adjacent facies],0.985,0.26641,1875.05784,medium (lower amphibolite),moderately weathered,0.4328,0.5877,1.70023,1.378,2.34738,1.3347,6.75303,,limb,16.02612,N-S,0.13021,0.471,277.75303,9.00617,255.77021,-0.96932,-0.24581,0.1125,8.78489,37.47722,1.53476,-3.067,valley,0.05957,0.09568,0.09862,0.11613,,0.21095,0.20484,,0.27797,0.22045,0.35003,-0.15147,-0.48786,0.17501,1.65553,1.26092,1.07621,1.35701,1.42427,,1.8165,-14.60775,-21.64456,7.03681,-18.12615,0.77736,0.19941,-0.00862,0.532,0.3663
SAU-006900,21.56564,79.6414,BLK_012_005,ZONE_09,UNLABELLED,not_documented,ok,2.64597,5.71438,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)","Biotite gneiss (potassic, migmatitic)",0.1661,8.60642,2474.00217,high (upper amphibolite),highly weathered / lateritic,0.3051,0.3417,7.56139,5.3478,1.61619,0.68603,5.38515,0.6501,,6.57085,NNE-SSW,1.31376,0.0,374.56814,2.756,176.05163,0.06886,-0.99763,0.0411,13.887,45.44678,1.53784,-0.28179,slope,0.07917,0.07066,0.1462,0.145,0.13069,0.13279,0.12208,0.15878,0.20839,0.14845,-0.08991,-0.26117,-0.49357,0.27587,1.84666,1.40377,1.21601,1.707,1.76194,0.90131,0.91579,-11.04651,-23.90274,12.85623,-17.47462,0.76466,0.84981,-0.4478,0.6469,
SAU-006901,21.6716,79.73063,BLK_014_007,ZONE_05,UNLABELLED,not_documented,ok,3.83847,1.26099,Sausar Group,Mansar Formation,Mansar Fm - non-ore interband,Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon,Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon,1.0,2.86715,1749.66287,low (greenschist),fresh / slightly weathered,0.7305,0.5786,1.63522,1.3194,1.98193,0.7938,18.00668,0.6249,not_applicable,10.01616,NW-SE,0.55602,0.5795,348.93983,2.64052,315.75456,-0.69773,0.71636,-0.2078,11.18059,44.50407,1.75415,1.55464,slope,0.11366,0.07982,0.14848,0.15758,0.12409,0.14481,0.11525,0.14774,0.26484,0.18223,-0.126,-0.39356,-0.53682,0.28714,1.30635,1.45333,1.58117,2.29796,1.8056,0.78747,0.91896,-13.87503,-26.09253,12.2175,-19.98378,0.80302,0.25117,-0.00353,0.6999,0.4646
SAU-006902,21.98918,80.49979,BLK_020_022,ZONE_06,UNLABELLED,not_documented,ok,3.78344,3.74316,Sausar Group,Mansar Formation,Mansar Fm - non-ore interband,Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon,Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon,1.0,0.59912,1776.84102,high (upper amphibolite),highly weathered / lateritic,0.4128,1.0,5.01056,3.17068,1.26526,0.66582,12.83987,1.0,limb,8.71966,NNE-SSW,0.13323,0.0,539.21874,5.39117,106.28175,0.95989,-0.28036,-1.0333,6.67281,32.26017,1.75208,14.78619,ridge,,0.08282,0.04121,0.0903,0.22918,0.2797,0.29444,0.29214,0.17999,0.15381,0.75445,0.24124,-0.36973,,,1.17021,0.52238,0.6113,,2.53798,3.09745,,-16.29055,,,0.06918,0.15804,0.30948,0.8189,0.3125
SAU-006903,21.81032,80.02342,BLK_017_013,ZONE_03,UNLABELLED,not_documented,ok,3.88402,3.3707,Sausar Group,Mansar Formation,Mansar Fm - Manganese Horizon III (upper),Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon,Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon [ore-adjacent facies],1.0,4.33433,2013.79355,medium (lower amphibolite),moderately weathered,0.4319,0.6787,0.23756,0.0501,2.38408,1.38655,3.3283,0.9281,not_applicable,32.70655,E-W,2.40059,0.7501,354.21917,6.48636,354.9943,-0.08725,0.99619,0.7996,6.07783,40.2944,1.35977,-10.12147,valley,0.05434,0.08953,0.07684,0.1035,0.21927,0.26054,0.27331,0.28099,0.09222,0.05622,0.5611,0.49542,-0.0148,-0.31928,1.41406,1.64034,0.2057,0.33742,0.51598,2.11855,2.51729,-10.85869,-18.74524,7.88656,-14.80196,,0.27273,-0.42949,0.0,0.2601
SAU-006904,21.73903,79.77765,BLK_015_008,ZONE_05,UNLABELLED,not_documented,ok,2.93893,7.7812,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)","Biotite gneiss (potassic, migmatitic)",0.1283,0.23123,2196.57299,granulite facies,highly weathered / lateritic,0.217,0.7452,1.72114,1.40139,1.51396,0.77517,14.43259,0.49,not_applicable,16.34273,NNE-SSW,0.62677,0.5931,335.77786,6.95838,231.87446,-0.78666,-0.61739,-0.0496,0.5,11.68848,0.72727,2.38077,slope,0.09461,0.08638,0.10936,0.11717,0.18424,0.22496,0.21915,0.23404,0.20489,0.17161,0.33421,0.03363,-0.40687,0.00078,1.1559,1.19393,0.78307,0.93493,1.00156,1.57242,1.91995,-13.8708,-23.59949,9.72869,-18.73515,0.15893,0.02,0.27983,,0.3384
SAU-006905,22.00503,80.44631,BLK_021_021,ZONE_06,UNLABELLED,not_documented,ok,2.81236,4.58422,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)","Biotite gneiss (potassic, migmatitic)",0.0,2.60769,2528.76902,high (upper amphibolite),fresh / slightly weathered,0.3397,0.464,0.263,0.06783,1.57874,1.10376,7.07724,0.7587,not_applicable,7.25056,ENE-WSW,2.75944,0.7234,311.26955,8.84637,23.01561,0.39098,0.9204,-1.1364,11.16371,39.69756,0.89914,16.52982,ridge,0.04855,0.09806,0.05969,0.0938,0.26991,,0.3363,0.31384,0.22344,0.17703,0.69853,0.20163,-0.38998,-0.15228,1.22945,1.26216,0.5264,0.66441,0.73569,2.87751,,-7.98829,-17.64062,9.65233,-12.81445,0.20768,0.79652,0.79046,1.0,0.5104
SAU-006906,21.57615,79.73494,BLK_012_007,ZONE_09,UNLABELLED,not_documented,ok,3.2352,,Sausar Group,Mansar Formation,Mansar Fm - Manganese Horizon II (middle),Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon,Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon [ore-adjacent facies],0.8764,0.28568,1855.74553,high (upper amphibolite),highly weathered / lateritic,0.3883,0.771,0.17794,0.10812,1.4167,0.63932,9.83386,0.6783,not_applicable,0.27915,ENE-WSW,0.91941,0.785,358.00243,,341.29771,-0.32065,0.9472,0.4471,7.72046,45.32816,1.82124,-3.62614,valley,0.06542,0.07123,0.10016,0.11569,0.16826,0.20132,0.16871,0.22534,0.32078,0.24764,0.25496,-0.31067,-0.63659,0.28518,1.53103,1.29535,1.46784,1.90137,1.79789,1.4544,1.74017,-15.4305,-22.05894,6.62844,-18.74472,0.05,0.25522,-0.00537,0.5121,0.3803
SAU-006907,21.81857,79.97936,BLK_017_012,ZONE_03,UNLABELLED,not_documented,ok,3.67894,5.99142,Sausar Group,Mansar Formation,Mansar Fm - Manganese Horizon III (upper),Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon,Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon [ore-adjacent facies],0.9381,6.10402,2060.17596,medium (lower amphibolite),fresh / slightly weathered,0.5073,0.9958,4.49779,3.10331,1.95687,0.87435,0.12851,1.0,not_applicable,31.23625,N-S,1.56172,0.0,288.88882,6.90468,354.78992,-0.09081,0.99587,1.4237,7.60477,34.12709,1.23065,-16.58425,valley,0.07261,0.05981,0.06531,0.10311,,0.20065,0.23725,0.21454,0.20442,0.13026,0.56828,0.07433,-0.54729,-0.06924,0.89946,1.56932,0.54904,0.86162,0.87049,,1.94598,-13.49539,-19.32501,5.82961,-16.4102,0.60559,0.21986,-0.78837,0.3728,0.2246
SAU-006908,21.56782,79.67062,BLK_012_006,ZONE_09,UNLABELLED,not_documented,ok,1.97432,3.12171,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)","Biotite gneiss (potassic, migmatitic)",0.0744,2.98311,2335.10683,high (upper amphibolite),moderately weathered,0.3056,0.5898,6.52706,4.54533,1.1357,0.45985,5.33131,0.6441,not_applicable,3.884,ENE-WSW,0.25826,0.1221,395.29599,3.11909,333.42189,-0.44742,0.89433,0.1864,9.35719,36.55956,1.26785,-1.91257,slope,0.07632,0.08763,0.08519,0.11967,0.20107,0.21318,0.22544,0.24201,0.22419,0.13446,0.4515,0.00278,-0.43794,0.01247,1.11622,1.66734,0.59643,0.99446,1.02525,1.6802,1.7814,-12.81714,-20.07155,7.25441,-16.44434,0.53889,0.94981,-0.47984,0.3725,0.3971
SAU-006909,21.55097,79.69155,BLK_012_006,ZONE_09,UNLABELLED,not_documented,ok,2.57446,0.27553,Sausar Group,Chorbaoli Formation,Chorbaoli Formation (undifferentiated),Quartz-mica schist and quartzite,Quartz-mica schist and quartzite,0.3571,0.99776,2012.81311,granulite facies,moderately weathered,0.5762,0.6414,2.68039,2.05538,1.98884,1.14844,4.63165,0.6599,hinge/closure,1.13736,N-S,0.55286,0.2232,402.74884,4.9127,343.86672,-0.27787,0.96062,0.0009,13.4892,45.23134,1.59782,-4.0142,valley,0.11666,0.0928,0.13668,0.15289,0.11527,0.14125,0.13993,0.1735,0.26371,0.20808,0.01175,-0.30666,-0.4794,0.21888,1.17161,1.26735,1.48703,1.88459,1.56043,0.75394,0.92387,-12.03144,-22.81665,10.78521,-17.42404,0.59103,0.79838,0.58739,0.5035,0.2611
SAU-006910,21.68424,79.70888,BLK_014_007,ZONE_05,UNLABELLED,not_documented,ok,3.38941,2.2943,Sausar Group,Junewani Formation,Junewani Formation (undifferentiated),Biotite-muscovite schist/gneiss and biotite granulite,Biotite-muscovite schist/gneiss and biotite granulite,0.5049,0.56567,1729.13946,high (upper amphibolite),fresh / slightly weathered,0.4908,0.5341,2.6045,1.9381,,0.68625,18.77704,0.547,not_applicable,12.24041,N-S,0.95939,0.6679,369.44497,6.7074,330.44686,-0.49323,0.8699,-0.1656,9.01244,48.09587,1.1164,0.41691,slope,0.09865,0.08104,0.08267,0.11005,0.14371,0.18428,0.22008,0.21579,0.24676,0.15173,0.45387,-0.05715,-0.50555,0.01651,0.83801,1.62631,0.68943,1.12123,1.03357,1.30586,1.67451,-12.44478,-22.79949,10.35471,-17.62213,0.05,0.79285,-0.22296,1.0,0.3882
SAU-006911,21.68138,80.02172,BLK_014_013,ZONE_03,UNLABELLED,not_documented,ok,2.72845,10.90554,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)","Biotite gneiss (potassic, migmatitic)",0.0231,6.86667,2269.65824,high (upper amphibolite),,0.3878,0.5926,1.8221,1.36903,0.05,0.09245,6.13896,0.5082,not_applicable,27.37656,E-W,0.17018,0.6724,516.04705,10.16554,112.38064,0.92467,-0.38076,-0.5417,10.42841,47.90396,1.30413,3.39014,ridge,,0.10355,0.05841,0.10126,0.28884,0.39375,0.41283,0.39297,0.13278,0.07906,0.7521,0.51328,-0.12368,,,1.67948,0.19151,0.32163,,2.85246,3.8885,-7.27698,-13.68707,6.41009,-10.48202,0.25795,0.74275,-0.59021,0.9126,0.512
SAU-006912,21.82198,79.93779,BLK_017_011,ZONE_05,UNLABELLED,not_documented,ok,3.71365,9.69495,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)","Biotite gneiss (potassic, migmatitic)",0.0517,1.46396,2165.71571,granulite facies,highly weathered / lateritic,0.4872,0.9765,2.2036,1.06924,0.90349,0.58873,3.09858,1.0,not_applicable,27.18296,N-S,7.15341,0.3043,265.47904,11.51109,353.98395,-0.10481,0.99449,0.88,12.47847,40.73006,0.88714,-14.81741,valley,0.05876,0.0629,0.0807,0.11272,0.154,0.21011,0.23424,,0.29029,0.18855,0.48752,-0.10686,-0.64382,0.11746,1.37338,1.53959,0.80494,1.23928,1.26618,1.36622,1.864,-9.77691,-20.35458,10.57768,-15.06574,0.56643,0.57929,0.2087,0.892,0.3574
SAU-006913,21.79416,80.00891,BLK_016_013,ZONE_03,UNLABELLED,not_documented,ok,3.33504,1.94136,Sausar Group,Mansar Formation,Mansar Fm - Manganese Horizon I (lower),Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon,Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon [ore-adjacent facies],0.9111,0.63703,2075.01803,medium (lower amphibolite),moderately weathered,0.532,0.6482,0.68938,0.22295,2.26932,1.20534,3.8272,0.9036,limb,32.97992,NNE-SSW,2.07532,0.5013,358.77091,7.87102,320.34868,-0.63811,0.76994,0.9948,0.5,15.03713,1.10178,-18.25733,valley,0.06439,0.10217,0.09138,0.12268,0.23675,0.2552,0.27393,0.2801,0.20012,0.14214,0.49971,0.1557,-0.32403,-0.07434,1.41916,1.40791,0.51889,0.73055,0.86161,1.92982,2.08021,-15.12547,-20.80435,5.67888,-17.96491,0.05,0.02,0.37465,0.8319,0.3979
SAU-006914,21.78005,80.08778,BLK_016_014,ZONE_03,UNLABELLED,not_documented,ok,4.36865,7.01822,Sausar Group,Bichua Formation,Bichua Formation (undifferentiated),Marble and calc-silicate rock,Marble and calc-silicate rock [ore-adjacent facies],0.506,0.10779,1681.12625,high (upper amphibolite),moderately weathered,0.3756,0.8613,0.77644,0.69284,2.42273,1.47055,1.48246,0.6562,not_applicable,25.62779,NNE-SSW,1.03964,0.5929,407.5317,5.56552,30.97417,0.51465,0.8574,0.1618,7.09761,45.99764,1.78755,-5.42009,valley,0.06148,0.11541,0.08089,0.11864,,0.32853,0.34677,0.32272,0.06187,0.005,0.62171,0.69719,0.30201,-0.48182,1.31571,12.374,0.01442,0.17842,0.34969,,2.76913,-9.14102,-17.72761,8.58659,-13.43432,0.41563,0.23112,0.39409,0.1182,0.5344
SAU-006915,21.78309,80.03841,BLK_016_013,ZONE_03,UNLABELLED,not_documented,ok,3.15777,1.93669,Sausar Group,Chorbaoli Formation,Chorbaoli Formation (undifferentiated),Quartz-mica schist and quartzite,Quartz-mica schist and quartzite,0.6675,0.48522,2020.02067,medium (lower amphibolite),highly weathered / lateritic,0.3497,0.4091,3.79414,3.20675,2.33287,1.12522,1.08148,0.9946,limb,30.74785,ENE-WSW,0.45561,0.3294,415.64046,7.06367,306.77829,-0.80096,0.59872,0.711,0.5,17.88323,1.46803,-9.83011,valley,0.07344,0.14213,0.10016,0.13585,0.28586,0.34727,0.31465,0.36295,0.13013,0.06675,0.51708,0.41486,0.04408,-0.25518,1.36383,1.94951,0.21214,0.41357,0.59339,2.10423,2.55628,-10.37286,-15.95649,5.58363,-13.16467,0.05,0.02,0.12351,1.0,0.4755
SAU-006916,21.54162,79.68267,BLK_011_006,ZONE_09,UNLABELLED,not_documented,ok,3.9358,1.49486,Sausar Group,Mansar Formation,Mansar Fm - non-ore interband,Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon,Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon,0.7241,0.5952,1873.19735,high (upper amphibolite),moderately weathered,0.3796,0.4798,1.62491,1.39601,2.14058,0.92557,3.24897,0.6691,not_applicable,2.19829,ENE-WSW,2.69651,0.6141,332.83183,1.11595,342.65623,-0.2981,0.95453,-0.0736,14.58163,54.52688,1.50275,-2.48617,slope,0.07848,0.03987,0.12871,0.12927,0.07123,0.08317,0.06041,0.11395,0.27905,,-0.36115,-0.64408,-0.74997,0.49185,1.64004,,,4.61927,2.93585,0.55102,0.64338,-9.1399,-23.5321,14.3922,-16.336,1.1124,0.47807,0.72821,0.7368,0.483
