latitude,longitude,raw_model_score,prospectivity_score,prospectivity_class,geological_group,geological_formation,stratigraphic_unit,lithology
21.027,80.29594,0.013676722591354062,33.0475,LOW,Sausar Group,Lohangi Formation,Lohangi Formation (undifferentiated),"Marble, calc-silicate rock, granulite/gneiss"
21.22566,80.12,0.013676722591354062,33.0475,LOW,Sausar Group,Sitasaongi Formation,Sitasaongi Formation (undifferentiated),
21.55908,79.94106,0.030669434589943468,69.4975,HIGH,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)"
21.68657,80.07617,0.017404046180733265,59.7275,MODERATE,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)"
21.18317,79.65193,0.013648922332733284,22.1875,LOW,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)"
22.06929,79.87576,0.013832835790784676,44.1125,MODERATE,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement)
21.16759,79.51146,0.013676722591354062,33.0475,LOW,Sausar Group,Lohangi Formation,Lohangi Formation (undifferentiated),"Marble, calc-silicate rock, granulite/gneiss"
21.13439,79.8827,0.013648922332733284,22.1875,LOW,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)"
21.14478,79.95701,0.013648922332733284,22.1875,LOW,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)"
22.06543,80.4651,0.013832835790784676,44.1125,MODERATE,Marginal Cover (Deccan Trap / Quaternary Alluvium),Deccan/Alluvial cover,Deccan/Alluvial cover (undifferentiated),Basaltic/lateritic cover and alluvium
22.00452,80.03533,0.013832835790784676,44.1125,MODERATE,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement)
20.98965,80.53153,0.013590006138122241,9.504999999999999,VERY LOW,Amgaon Gneissic Complex,,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement)
21.82194,80.60829,0.013832835790784676,44.1125,MODERATE,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement)
21.03819,79.41368,0.013676722591354062,33.0475,LOW,Sausar Group,Junewani Formation,Junewani Formation (undifferentiated),
21.04037,80.12629,0.013648922332733284,22.1875,LOW,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)"
21.04122,79.739,0.013590006138122241,9.504999999999999,VERY LOW,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement)
21.94554,80.45672,0.3837736793071469,86.1275,VERY HIGH,Sausar Group,Sitasaongi Formation,Sitasaongi Formation (undifferentiated),Quartz-muscovite schist and gneiss
21.46292,79.9923,0.013590006138122241,9.504999999999999,VERY LOW,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement)
21.61844,79.45151,0.013832835790784676,44.1125,MODERATE,Marginal Cover (Deccan Trap / Quaternary Alluvium),Deccan/Alluvial cover,Deccan/Alluvial cover (undifferentiated),Basaltic/lateritic cover and alluvium
20.98698,79.62951,0.013676722591354062,33.0475,LOW,Sausar Group,Chorbaoli Formation,Chorbaoli Formation (undifferentiated),Quartz-mica schist and quartzite
22.03107,80.22606,0.01675091781913861,58.6425,MODERATE,,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)"
22.12843,79.4535,0.015965320695029386,56.730000000000004,MODERATE,Sausar Group,Sitasaongi Formation,Sitasaongi Formation (undifferentiated),Quartz-muscovite schist and gneiss
21.23221,79.8428,0.013676722591354062,33.0475,LOW,Sausar Group,Sitasaongi Formation,Sitasaongi Formation (undifferentiated),
21.73782,80.48311,0.06509937616473227,75.81750000000001,HIGH,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)"
21.76456,79.38796,0.01420892474368419,50.807500000000005,MODERATE,Marginal Cover (Deccan Trap / Quaternary Alluvium),Deccan/Alluvial cover,Deccan/Alluvial cover (undifferentiated),
22.10954,80.25506,0.013832835790784676,44.1125,MODERATE,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement)
21.53052,80.22813,0.013648922332733284,22.1875,LOW,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)"
21.2355,79.76696,0.013590006138122241,9.504999999999999,VERY LOW,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement)
21.38234,79.49653,0.013590006138122241,9.504999999999999,VERY LOW,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement)
21.71753,79.48313,0.016821935464930066,58.8025,MODERATE,Sausar Group,Junewani Formation,Junewani Formation (undifferentiated),Biotite-muscovite schist/gneiss and biotite granulite
21.51698,80.61,0.013590006138122241,9.504999999999999,VERY LOW,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement)
21.04529,80.22999,0.013676722591354062,33.0475,LOW,Sausar Group,Junewani Formation,Junewani Formation (undifferentiated),Biotite-muscovite schist/gneiss and biotite granulite
21.91884,79.83879,0.02912517471776011,68.9425,HIGH,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)"
21.98712,80.43361,0.23930999654296578,83.4675,VERY HIGH,Sausar Group,Lohangi Formation,Lohangi Formation (undifferentiated),"Marble, calc-silicate rock, granulite/gneiss"
21.524,79.48434,0.013648922332733284,22.1875,LOW,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)"
21.57816,79.51501,0.013832835790784676,44.1125,MODERATE,Marginal Cover (Deccan Trap / Quaternary Alluvium),Deccan/Alluvial cover,Deccan/Alluvial cover (undifferentiated),Basaltic/lateritic cover and alluvium
21.53989,79.60683,0.018928707930691034,62.482499999999995,HIGH,Sausar Group,Sitasaongi Formation,Sitasaongi Formation (undifferentiated),Quartz-muscovite schist and gneiss
21.5857,80.34263,0.013832835790784676,44.1125,MODERATE,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement)
21.07315,79.88156,0.013648922332733284,22.1875,LOW,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)"
21.47036,80.18535,0.013648922332733284,22.1875,LOW,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)"
21.48745,79.65219,0.013676722591354062,33.0475,LOW,Sausar Group,Lohangi Formation,Lohangi Formation (undifferentiated),"Marble, calc-silicate rock, granulite/gneiss"
22.14726,80.36049,0.013832835790784676,44.1125,MODERATE,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement)
21.00838,80.39217,0.013648922332733284,22.1875,LOW,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)"
21.32457,79.88724,0.013590006138122241,9.504999999999999,VERY LOW,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement)
21.54519,79.62207,0.02784171874009712,68.4725,HIGH,Sausar Group,Bichua Formation,Bichua Formation (undifferentiated),Marble and calc-silicate rock
21.96668,80.16906,0.013832835790784676,44.1125,MODERATE,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement)
21.50348,79.68298,0.013676722591354062,33.0475,LOW,Sausar Group,Chorbaoli Formation,Chorbaoli Formation (undifferentiated),Quartz-mica schist and quartzite
21.29921,79.54278,0.013676722591354062,33.0475,LOW,Sausar Group,Lohangi Formation,Lohangi Formation (undifferentiated),"Marble, calc-silicate rock, granulite/gneiss"
21.59232,80.15054,0.020639996171430763,64.2525,HIGH,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)"
21.30643,80.01678,0.013590006138122241,9.504999999999999,VERY LOW,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement)
21.60799,80.36849,0.037157150931795606,71.44749999999999,HIGH,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)"
21.77783,79.73,0.1313088854009345,80.2175,VERY HIGH,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)"
21.58694,79.64289,0.013699965067722959,37.9825,LOW,Sausar Group,Junewani Formation,Junewani Formation (undifferentiated),Biotite-muscovite schist/gneiss and biotite granulite
21.68156,80.18268,0.013832835790784676,44.1125,MODERATE,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement)
20.99646,80.26138,0.013590006138122241,9.504999999999999,VERY LOW,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement)
21.74056,79.88737,0.01910379955093644,62.88249999999999,HIGH,Sausar Group,Junewani Formation,Junewani Formation (undifferentiated),Biotite-muscovite schist/gneiss and biotite granulite
22.11361,79.92507,0.018996298717615566,62.5725,HIGH,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)"
21.53997,79.51061,0.015446937978119283,54.717499999999994,MODERATE,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)"
21.91325,79.96024,0.013832835790784676,44.1125,MODERATE,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement)
21.60869,80.59973,0.013832835790784676,44.1125,MODERATE,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement)
21.7948,79.49781,0.013832835790784676,44.1125,MODERATE,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement)
21.3219,80.08836,0.013590006138122241,9.504999999999999,VERY LOW,Marginal Cover (Deccan Trap / Quaternary Alluvium),Deccan/Alluvial cover,Deccan/Alluvial cover (undifferentiated),Basaltic/lateritic cover and alluvium
22.11024,79.37391,0.01839722014122418,61.5325,HIGH,Sausar Group,Bichua Formation,Bichua Formation (undifferentiated),Marble and calc-silicate rock
21.20817,79.77299,0.013590006138122241,9.504999999999999,VERY LOW,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement)
21.14092,80.33949,0.013648922332733284,22.1875,LOW,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)"
21.00463,80.08731,0.013648922332733284,22.1875,LOW,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)"
21.59943,79.45547,0.013832835790784676,44.1125,MODERATE,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement)
21.69268,79.93738,0.013832835790784676,44.1125,MODERATE,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement)
21.72943,79.4528,0.015084130749970098,53.82749999999999,MODERATE,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)"
21.15668,79.83559,0.013676722591354062,33.0475,LOW,Sausar Group,Mansar Formation,Mansar Fm - Manganese Horizon III (upper),Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon
21.73172,80.34964,0.02484757524640731,66.9025,HIGH,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)"
21.14813,79.68573,0.013648922332733284,22.1875,LOW,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)"
21.85599,79.93941,0.017836816684755608,60.552499999999995,HIGH,Sausar Group,Chorbaoli Formation,Chorbaoli Formation (undifferentiated),Quartz-mica schist and quartzite
21.28029,80.00044,0.013648922332733284,22.1875,LOW,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)"
21.45646,80.45926,0.013648922332733284,22.1875,LOW,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)"
21.39067,79.50795,0.013648922332733284,22.1875,LOW,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)"
21.39127,80.06554,0.013648922332733284,22.1875,LOW,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)"
21.81513,79.39003,0.01758427790501884,60.0625,HIGH,Sausar Group,Lohangi Formation,Lohangi Formation (undifferentiated),"Marble, calc-silicate rock, granulite/gneiss"
22.14733,79.47134,0.013832835790784676,44.1125,MODERATE,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement)
21.5828,79.63694,0.013832835790784676,44.1125,MODERATE,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement)
21.43125,80.28563,0.013590006138122241,9.504999999999999,VERY LOW,Marginal Cover (Deccan Trap / Quaternary Alluvium),Deccan/Alluvial cover,Deccan/Alluvial cover (undifferentiated),Basaltic/lateritic cover and alluvium
21.30244,79.40344,0.013590006138122241,9.504999999999999,VERY LOW,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement)
21.69937,80.57859,0.015283632808625922,54.3125,MODERATE,Sausar Group,Sitasaongi Formation,Sitasaongi Formation (undifferentiated),Quartz-muscovite schist and gneiss
21.49142,79.90597,0.013648922332733284,22.1875,LOW,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)"
21.8774,80.44025,0.013409799804307938,2.6575,VERY LOW,Sausar Group,Sitasaongi Formation,Sitasaongi Formation (undifferentiated),Quartz-muscovite schist and gneiss
21.67803,79.63844,0.0157488712158633,55.6725,MODERATE,Sausar Group,Lohangi Formation,Lohangi Formation (undifferentiated),"Marble, calc-silicate rock, granulite/gneiss"
21.44431,79.78915,0.013648922332733284,22.1875,LOW,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)"
22.09361,80.29512,0.013832835790784676,44.1125,MODERATE,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement)
20.96352,79.84296,0.013676722591354062,33.0475,LOW,Sausar Group,Sitasaongi Formation,Sitasaongi Formation (undifferentiated),Quartz-muscovite schist and gneiss
21.77739,80.00973,0.022882987183105562,65.6825,HIGH,Sausar Group,Mansar Formation,Mansar Fm - non-ore interband,Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon
21.44295,80.40203,0.013590006138122241,9.504999999999999,VERY LOW,Marginal Cover (Deccan Trap / Quaternary Alluvium),Deccan/Alluvial cover,Deccan/Alluvial cover (undifferentiated),Basaltic/lateritic cover and alluvium
21.09595,80.19642,0.013648922332733284,22.1875,LOW,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)"
21.06124,80.43664,0.013590006138122241,9.504999999999999,VERY LOW,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement)
21.72918,79.46243,0.01950313799956211,63.2575,HIGH,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)"
21.12733,80.14049,0.013648922332733284,22.1875,LOW,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)"
21.97729,80.13157,0.019887746978112467,63.61750000000001,HIGH,,,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement)
21.32311,80.13923,0.013676722591354062,33.0475,LOW,Sausar Group,Junewani Formation,Junewani Formation (undifferentiated),Biotite-muscovite schist/gneiss and biotite granulite
21.36261,80.11545,0.013676722591354062,33.0475,LOW,Sausar Group,Bichua Formation,Bichua Formation (undifferentiated),Marble and calc-silicate rock
21.74215,80.29099,0.013832835790784676,44.1125,MODERATE,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement)
21.2142,80.44725,0.013590006138122241,9.504999999999999,VERY LOW,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement)
20.95845,79.64848,0.013648922332733284,22.1875,LOW,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)"
21.485,79.48593,0.013590006138122241,9.504999999999999,VERY LOW,Marginal Cover (Deccan Trap / Quaternary Alluvium),Deccan/Alluvial cover,Deccan/Alluvial cover (undifferentiated),Basaltic/lateritic cover and alluvium
21.58346,79.44617,0.015552806848322902,54.9675,MODERATE,Sausar Group,Chorbaoli Formation,Chorbaoli Formation (undifferentiated),Quartz-mica schist and quartzite
21.48508,79.55596,0.013590006138122241,9.504999999999999,VERY LOW,Marginal Cover (Deccan Trap / Quaternary Alluvium),Deccan/Alluvial cover,Deccan/Alluvial cover (undifferentiated),Basaltic/lateritic cover and alluvium
21.49959,80.20274,0.013648922332733284,22.1875,LOW,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)"
21.74889,79.89145,0.019169135700128646,63.04,HIGH,,Chorbaoli Formation,Chorbaoli Formation (undifferentiated),Quartz-mica schist and quartzite
21.96483,79.80434,0.013832835790784676,44.1125,MODERATE,Marginal Cover (Deccan Trap / Quaternary Alluvium),Deccan/Alluvial cover,Deccan/Alluvial cover (undifferentiated),Basaltic/lateritic cover and alluvium
21.38861,80.53294,0.013648922332733284,22.1875,LOW,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)"
21.89811,80.52023,0.013832835790784676,44.1125,MODERATE,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement)
21.02522,80.05056,0.013590006138122241,9.504999999999999,VERY LOW,Marginal Cover (Deccan Trap / Quaternary Alluvium),Deccan/Alluvial cover,Deccan/Alluvial cover (undifferentiated),Basaltic/lateritic cover and alluvium
21.52631,79.94605,0.013590006138122241,9.504999999999999,VERY LOW,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement)
21.40138,79.70157,0.013676722591354062,33.0475,LOW,Sausar Group,Junewani Formation,Junewani Formation (undifferentiated),Biotite-muscovite schist/gneiss and biotite granulite
21.50913,79.94787,0.013590006138122241,9.504999999999999,VERY LOW,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement)
21.05977,79.8842,0.013648922332733284,22.1875,LOW,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)"
21.1166,79.35904,0.013648922332733284,22.1875,LOW,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)"
21.30218,80.33615,0.013590006138122241,9.504999999999999,VERY LOW,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement)
21.27824,79.92015,0.013648922332733284,22.1875,LOW,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)"
21.41212,79.6397,0.013648922332733284,22.1875,LOW,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)"
21.49871,80.21614,0.013590006138122241,9.504999999999999,VERY LOW,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement)
21.21541,79.93197,0.013590006138122241,9.504999999999999,VERY LOW,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),
21.69306,79.75785,0.5753421858877473,88.3125,VERY HIGH,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)"
21.40099,79.65005,0.013648922332733284,22.1875,LOW,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)"
21.02216,79.42688,0.013676722591354062,33.0475,LOW,,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)"
21.24244,80.00393,0.013648922332733284,22.1875,LOW,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)"
21.62218,79.83808,0.01740489499457988,59.7325,MODERATE,,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement)
21.67825,79.40243,0.013832835790784676,44.1125,MODERATE,Marginal Cover (Deccan Trap / Quaternary Alluvium),Deccan/Alluvial cover,Deccan/Alluvial cover (undifferentiated),Basaltic/lateritic cover and alluvium
21.90959,80.40613,0.08898922284612129,77.7425,HIGH,Sausar Group,Mansar Formation,Mansar Fm - Manganese Horizon II (middle),Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon
21.24457,80.40077,0.013648922332733284,22.1875,LOW,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)"
21.62466,79.98703,0.02723223484835643,68.2475,HIGH,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)"
21.52133,80.44057,0.013590006138122241,9.504999999999999,VERY LOW,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement)
21.96822,79.97531,0.027723980247346295,68.4275,HIGH,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)"
21.82599,79.56957,0.020779190701422097,64.3475,HIGH,Sausar Group,Chorbaoli Formation,Chorbaoli Formation (undifferentiated),Quartz-mica schist and quartzite
21.10838,80.02288,0.013676722591354062,33.0475,LOW,Sausar Group,Junewani Formation,Junewani Formation (undifferentiated),Biotite-muscovite schist/gneiss and biotite granulite
22.10053,79.75634,0.013832835790784676,44.1125,MODERATE,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement)
21.37626,79.93807,0.013648922332733284,22.1875,LOW,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)"
22.09551,80.61187,0.013832835790784676,44.1125,MODERATE,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement)
21.29226,79.81219,0.013590006138122241,9.504999999999999,VERY LOW,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement)
21.51273,79.63066,0.013648922332733284,22.1875,LOW,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)"
21.61056,79.51712,0.014716568253688904,52.095,MODERATE,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)"
21.02631,80.49911,0.013648922332733284,22.1875,LOW,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)"
21.8088,79.36942,0.017738304607383595,60.38249999999999,HIGH,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)"
21.07565,80.52969,0.013590006138122241,9.504999999999999,VERY LOW,Marginal Cover (Deccan Trap / Quaternary Alluvium),Deccan/Alluvial cover,Deccan/Alluvial cover (undifferentiated),Basaltic/lateritic cover and alluvium
21.147,79.4303,0.013590006138122241,9.504999999999999,VERY LOW,Marginal Cover (Deccan Trap / Quaternary Alluvium),Deccan/Alluvial cover,Deccan/Alluvial cover (undifferentiated),Basaltic/lateritic cover and alluvium
21.29829,80.32846,0.013590006138122241,9.504999999999999,VERY LOW,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement)
22.1029,79.73175,0.016509891025594754,58.25749999999999,MODERATE,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)"
22.11774,79.67488,0.013832835790784676,44.1125,MODERATE,Marginal Cover (Deccan Trap / Quaternary Alluvium),Deccan/Alluvial cover,Deccan/Alluvial cover (undifferentiated),Basaltic/lateritic cover and alluvium
21.53718,79.58392,0.015076313544288142,53.7925,MODERATE,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)"
21.58998,79.52487,0.014716568253688904,52.095,MODERATE,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)"
21.20421,79.4361,0.013590006138122241,9.504999999999999,VERY LOW,Marginal Cover (Deccan Trap / Quaternary Alluvium),Deccan/Alluvial cover,Deccan/Alluvial cover (undifferentiated),Basaltic/lateritic cover and alluvium
