sample_id,name,latitude,longitude,coordinate_precision,district,state,locality_type,label_status,geological_group,formation,host_rock,ore_type,structural_notes,geological_age,metamorphic_grade,distance_to_nearest_known_mn_km,fault_lineament_distance_km,lineament_density_per_sqkm,structural_intersection_flag,elevation_m,slope_deg,aspect_deg,curvature,drainage_density,s2_B2,s2_B3,s2_B4,s2_B5,s2_B6,s2_B7,s2_B8,s2_B8A,s2_B11,s2_B12,ndvi,ndmi,bsi,iron_oxide_index,s1_VV,s1_VH,notes,data_source,source_url
139,background_grid_0128,21.2,79.7,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,38.92,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
140,background_grid_0129,21.2,79.8,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,40.43,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
141,background_grid_0130,21.2,79.9,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,44.38,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
142,background_grid_0131,21.2,80.0,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,50.18,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
143,background_grid_0132,21.2,80.1,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,57.28,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
144,background_grid_0133,21.2,80.2,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,65.26,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
145,background_grid_0134,21.2,80.3,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,70.76,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
146,background_grid_0135,21.2,80.4,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,72.5,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
147,background_grid_0136,21.2,80.5,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,75.63,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
148,background_grid_0137,21.2,80.6,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,79.99,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
149,background_grid_0138,21.2,80.7,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,85.38,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
150,background_grid_0139,21.2,80.8,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,91.63,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
151,background_grid_0140,21.2,80.9,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,96.48,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
152,background_grid_0141,21.3,79.0,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,28.18,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
153,background_grid_0142,21.3,79.1,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,19.1,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
154,background_grid_0143,21.3,79.2,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,12.27,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
155,background_grid_0144,21.3,79.3,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,12.27,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
156,background_grid_0145,21.3,79.4,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,19.1,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
157,background_grid_0146,21.3,79.5,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,28.18,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
158,background_grid_0147,21.3,79.6,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,29.46,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
159,background_grid_0148,21.3,79.7,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,27.81,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
160,background_grid_0149,21.3,79.8,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,29.88,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
161,background_grid_0150,21.3,79.9,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,35.03,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
162,background_grid_0151,21.3,80.0,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,42.14,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
163,background_grid_0152,21.3,80.1,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,50.38,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
164,background_grid_0153,21.3,80.2,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,59.29,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
165,background_grid_0154,21.3,80.3,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,59.7,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
166,background_grid_0155,21.3,80.4,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,61.76,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
167,background_grid_0156,21.3,80.5,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,65.4,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
168,background_grid_0157,21.3,80.6,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,70.39,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
169,background_grid_0158,21.3,80.7,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,76.46,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
170,background_grid_0159,21.3,80.8,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,81.94,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
171,background_grid_0160,21.3,80.9,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,86.75,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
172,background_grid_0161,21.4,79.0,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,25.88,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
173,background_grid_0162,21.4,79.1,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,15.53,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
174,background_grid_0163,21.4,79.2,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,5.18,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
175,background_grid_0164,21.4,79.3,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,5.18,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
176,background_grid_0165,21.4,79.4,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,15.53,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
177,background_grid_0166,21.4,79.5,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,25.88,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
178,background_grid_0167,21.4,79.6,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,19.31,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
179,background_grid_0168,21.4,79.7,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,16.69,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
180,background_grid_0169,21.4,79.8,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,19.96,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
181,background_grid_0170,21.4,79.9,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,27.06,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
182,background_grid_0171,21.4,80.0,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,35.78,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
183,background_grid_0172,21.4,80.1,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,45.19,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
184,background_grid_0173,21.4,80.2,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,48.3,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
185,background_grid_0174,21.4,80.3,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,48.67,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
186,background_grid_0175,21.4,80.4,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,51.17,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
187,background_grid_0176,21.4,80.5,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,55.51,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
188,background_grid_0177,21.4,80.6,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,61.31,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
189,background_grid_0178,21.4,80.7,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,67.69,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
190,background_grid_0179,21.4,80.8,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,71.97,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
191,background_grid_0180,21.4,80.9,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,77.4,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
192,background_grid_0181,21.5,79.0,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,28.16,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
193,background_grid_0182,21.5,79.1,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,19.1,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
194,background_grid_0183,21.5,79.2,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,12.26,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
195,background_grid_0184,21.5,79.3,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,12.26,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
196,background_grid_0185,21.5,79.4,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,19.1,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
197,background_grid_0186,21.5,79.5,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,20.83,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
198,background_grid_0187,21.5,79.6,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,11.21,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
199,background_grid_0188,21.5,79.7,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,5.59,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
200,background_grid_0189,21.5,79.8,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,12.28,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
201,background_grid_0190,21.5,79.9,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,22.01,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
202,background_grid_0191,21.5,80.0,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,32.13,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
203,background_grid_0192,21.5,80.1,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,39.54,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
204,background_grid_0193,21.5,80.2,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,37.22,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
205,background_grid_0194,21.5,80.3,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,37.7,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
206,background_grid_0195,21.5,80.4,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,40.87,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
207,background_grid_0196,21.5,80.5,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,46.19,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
208,background_grid_0197,21.5,80.6,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,53.0,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
209,background_grid_0198,21.5,80.7,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,57.41,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
210,background_grid_0199,21.5,80.8,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,62.39,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
211,background_grid_0200,21.5,80.9,"synthetic_grid_point (real coordinates, not a documented locality)",,"MP/Maharashtra (Sausar belt corridor, district not assigned - no offline reverse geocoder available)",background_grid_point,background_unlabeled,,,,,,,,68.59,,,,,,,,,,,,,,,,,,,,,,,,,Unlabeled background point for prospectivity modeling; geology/terrain/spectral attributes NOT populated - see accompanying README,Generated grid (this session),
