date,mine_id,month,quarter,day_of_week,planned_production_tpd,actual_production_tpd,total_trucks,available_trucks,active_trucks,total_shovels,available_shovels,active_shovels,truck_availability_pct,shovel_availability_pct,truck_utilization_pct,shovel_utilization_pct,truck_downtime_hours,shovel_downtime_hours,truck_breakdown_events,shovel_breakdown_events,maintenance_delay_hours,haul_distance_km,average_loaded_travel_time_min,average_empty_travel_time_min,average_loading_time_min,average_dumping_time_min,average_cycle_time_min,truck_cycles,queue_delay_min,haulage_delay_hours,operating_hours,effective_operating_hours,overall_utilization_pct,loading_efficiency_pct,haulage_efficiency_pct,blasting_delay_hours,shift_delay_hours,fragmentation_index,weather_disruption_hours,rainfall_mm,temperature_c,soil_moisture_index,ground_condition_index,ore_feed_tonnes,ore_grade_pct,waste_to_ore_ratio
2021-10-13,MINE_05,10,4,Wednesday,2032.0,1767.0,16,16,15,3,3,2,100.0,100.0,86.0,77.4,0.5,0.2,0,0,0.1,4.07,10.4,6.3,4.1,1.7,27.5,45,4.9,0.3,23.5,20.8,88.5,83.9,84.8,1.5,1.0,72.5,0.0,4.9,15.2,4.7,9.3,9361.821789664345,0.5077823198814851,2.5285079522760956
2021-10-14,MINE_05,10,4,Thursday,2358.0,981.0,16,16,14,3,2,1,100.0,66.7,85.4,89.8,1.0,4.1,0,0,0.6,3.76,8.3,6.3,5.4,1.8,38.7,27,16.8,0.6,23.0,21.8,95.1,72.6,82.7,0.0,0.0,54.0,0.0,1.0,18.6,8.7,14.0,9475.69371792759,0.536749201336351,2.1420994513184892
2021-10-15,MINE_05,10,4,Friday,2096.0,1009.0,16,16,13,3,2,1,100.0,66.7,88.5,86.5,0.8,7.0,0,1,1.1,3.63,9.1,6.2,4.0,2.2,39.1,27,17.6,0.6,24.0,22.2,92.7,87.8,75.1,0.0,0.0,71.7,0.0,7.0,14.1,15.6,8.0,8482.973903143089,0.44940338158389437,2.163571782921611
2021-10-16,MINE_05,10,4,Saturday,1842.0,2098.0,16,16,15,3,3,2,100.0,100.0,81.2,94.1,0.1,0.9,0,0,0.2,3.23,8.9,4.2,4.7,1.2,25.9,52,6.9,0.2,24.0,23.7,98.8,83.1,80.8,0.0,0.0,67.2,0.0,0.1,18.6,13.4,13.1,8982.484759628833,0.5272792293734633,2.3302446548689653
2021-10-18,MINE_05,10,4,Monday,2110.0,1526.0,16,16,14,3,3,2,100.0,100.0,82.5,96.4,0.2,0.4,0,0,0.3,3.99,10.0,6.6,3.4,1.7,26.0,38,4.2,0.3,20.0,19.0,95.0,84.4,79.7,0.0,0.7,65.3,0.0,0.1,19.0,11.3,9.4,8463.770136231366,0.544795215639452,2.266297591357076
2021-10-19,MINE_05,10,4,Tuesday,2316.0,2684.0,16,15,13,3,3,3,93.8,100.0,90.5,92.7,2.2,0.3,0,0,0.3,3.55,6.8,4.3,4.2,1.4,16.7,64,0.0,0.0,22.6,20.9,92.5,77.6,85.5,0.0,1.5,62.4,0.0,0.7,19.1,8.1,13.2,7970.228984228762,0.5697452759419376,2.4257244505760323
2021-10-20,MINE_05,10,4,Wednesday,1975.0,1849.0,16,16,16,3,3,2,100.0,100.0,84.0,93.1,0.1,0.2,0,0,0.1,3.77,10.0,5.6,4.9,1.4,29.0,45,7.0,0.3,22.6,21.1,93.3,80.3,85.2,0.0,1.3,67.6,0.0,0.1,17.2,14.1,14.0,9470.944000282338,0.4992333025886902,2.598983548281242
2021-10-21,MINE_05,10,4,Thursday,1968.0,1976.0,16,16,15,3,3,2,100.0,100.0,92.1,95.1,0.3,0.1,0,0,0.2,3.75,6.7,8.2,4.3,1.8,24.9,49,3.8,0.6,21.4,21.1,98.5,86.8,81.3,0.0,0.0,78.4,0.0,0.2,18.1,5.5,15.9,7574.291488582529,0.4802865511733959,2.644473185377379
2021-10-23,MINE_05,10,4,Saturday,2135.0,2070.0,16,16,14,3,3,2,100.0,100.0,87.2,91.0,0.4,0.2,0,0,0.4,3.13,6.4,5.2,4.0,2.0,22.1,47,4.5,0.2,22.0,20.7,94.4,83.4,83.4,1.0,0.0,81.1,0.0,0.4,17.6,7.2,4.4,7812.85425810247,0.44552537505518325,2.856379249647199
2021-10-25,MINE_05,10,4,Monday,2184.0,746.0,16,14,13,3,2,1,87.5,66.7,85.7,91.4,12.6,4.6,2,0,1.7,4.04,9.2,6.5,5.7,1.7,39.2,20,16.0,0.5,21.1,16.7,79.1,73.2,77.5,2.0,0.5,56.3,0.0,0.7,15.2,3.0,3.2,6630.820072946881,0.39138325083577263,2.4899722311688564
2021-10-26,MINE_05,10,4,Tuesday,2330.0,1783.0,16,16,15,3,3,2,100.0,100.0,94.2,76.6,0.3,0.0,0,0,0.1,4.06,10.2,7.9,4.6,1.1,28.1,41,4.3,0.5,21.8,21.5,98.9,80.0,84.4,0.0,0.0,70.0,0.0,2.1,18.2,8.0,11.4,6396.847862933766,0.4563400768077837,2.5253688796338154
2021-10-28,MINE_05,10,4,Thursday,2112.0,1938.0,16,16,14,3,3,2,100.0,100.0,83.8,85.2,0.1,0.1,0,0,0.3,3.84,8.9,6.2,5.5,2.4,27.8,43,4.9,0.3,23.5,23.3,99.0,82.8,78.6,0.0,0.0,55.4,0.0,0.0,19.1,4.6,6.9,8144.977367932305,0.477806096596459,2.4895210075329466
2021-10-29,MINE_05,10,4,Friday,2427.0,1617.0,16,16,15,3,3,2,100.0,100.0,87.6,82.1,0.9,0.3,0,0,0.5,3.49,8.8,5.8,4.7,1.9,26.5,48,5.4,0.3,21.7,21.3,98.4,73.0,83.3,0.0,0.0,68.5,0.0,0.6,18.1,14.8,8.5,8952.857787123652,0.4656054444701912,2.558550772894765
2021-10-31,MINE_05,10,4,Sunday,2360.0,684.0,16,16,13,3,2,1,100.0,66.7,83.6,95.7,0.1,10.1,0,1,1.3,3.77,10.1,6.3,7.8,1.9,41.5,22,15.5,0.4,21.4,17.8,83.2,69.4,79.4,0.0,1.4,20.7,0.0,0.1,16.4,13.6,14.4,7972.251462682494,0.5045020107088166,2.5741706016250943
2021-11-01,MINE_05,11,4,Monday,2228.0,1568.0,16,16,14,3,3,2,100.0,100.0,87.5,82.7,1.3,0.1,0,0,0.2,3.93,10.9,7.9,5.6,2.0,31.2,38,4.9,0.4,23.7,23.4,98.8,76.9,85.7,0.0,0.0,54.6,0.0,0.8,18.1,9.0,7.6,9651.144982569174,0.3916479910116421,2.6789206718563436
2021-11-02,MINE_05,11,4,Tuesday,2216.0,1631.0,16,16,14,3,3,2,100.0,100.0,91.1,82.2,1.1,0.5,0,0,0.3,3.66,9.4,7.0,3.5,1.5,26.5,37,5.1,0.7,21.6,20.7,95.7,86.4,85.2,0.0,0.4,83.1,0.0,2.1,18.8,11.3,13.8,6744.470901191685,0.46161893623806177,2.6781387702810058
2021-11-03,MINE_05,11,4,Wednesday,2207.0,2054.0,16,15,13,3,3,3,93.8,100.0,88.7,86.7,2.4,0.3,0,0,0.3,4.21,8.3,6.3,6.4,2.2,23.5,44,0.3,0.1,22.2,21.9,98.9,66.8,84.7,0.0,0.0,31.0,0.0,1.6,18.6,6.8,0.5,9683.06707162155,0.5813398441061681,2.5983697745293224
2021-11-06,MINE_05,11,4,Saturday,2161.0,1834.0,16,16,14,3,3,2,100.0,100.0,87.6,97.6,0.2,0.0,0,0,0.5,3.81,8.6,6.3,3.7,1.8,25.5,46,5.0,0.3,21.4,21.1,98.7,93.9,81.7,0.0,0.0,88.9,0.0,0.1,18.4,0.0,3.5,8181.731690497351,0.5263854528766234,2.796531684290895
2021-11-07,MINE_05,11,4,Sunday,2197.0,910.0,16,16,14,3,2,1,100.0,66.7,86.8,98.7,0.5,8.7,0,1,0.8,4.15,8.9,8.0,4.8,1.7,40.5,25,17.1,0.8,20.7,18.6,90.2,79.0,86.6,0.0,0.0,80.3,0.0,0.3,14.8,5.4,8.8,6798.790681988121,0.5055179782107008,2.499848531887904
2021-11-08,MINE_05,11,4,Monday,2276.0,2520.0,16,14,13,3,3,3,87.5,100.0,89.0,87.6,3.9,0.1,0,0,0.5,3.57,7.6,6.8,3.9,2.1,20.6,52,0.1,0.0,21.9,21.6,98.7,77.7,93.4,0.0,0.0,69.7,0.0,1.0,17.5,11.9,12.5,9507.60177704555,0.49311505173023806,2.372183580100617
2021-11-10,MINE_05,11,4,Wednesday,2281.0,1723.0,16,14,13,3,3,2,87.5,100.0,90.1,90.8,7.9,1.0,1,0,0.8,4.08,10.3,7.1,3.8,1.8,28.2,34,5.2,0.2,21.3,20.6,96.6,79.6,79.9,0.0,0.0,85.6,0.0,0.1,17.9,10.0,14.0,5990.667824538084,0.4515287689470744,2.4048881095425676
2021-11-12,MINE_05,11,4,Friday,2411.0,1803.0,16,16,12,3,3,2,100.0,100.0,90.3,88.3,0.6,0.7,0,0,0.2,3.97,8.6,7.0,4.7,1.3,25.0,42,3.5,0.3,23.2,22.9,98.6,79.7,83.2,0.0,0.0,51.7,0.0,0.1,18.5,6.7,7.5,6375.782952238659,0.37515365725738187,2.4733301505716847
2021-11-14,MINE_05,11,4,Sunday,2194.0,829.0,16,16,15,3,2,1,100.0,66.7,88.2,91.6,0.2,3.7,0,0,1.5,3.64,8.5,7.0,4.5,1.7,40.6,30,18.9,0.6,22.7,21.4,94.2,77.3,68.9,0.0,0.0,55.9,0.0,2.3,17.7,12.4,14.4,9541.392158195025,0.496769593576661,2.2777701037535505
2021-11-15,MINE_05,11,4,Monday,2119.0,1497.0,16,16,15,3,2,2,100.0,66.7,84.1,77.0,0.1,3.9,0,0,1.0,3.82,10.9,6.1,4.6,2.6,28.7,40,4.5,0.3,22.0,20.6,93.7,77.4,86.3,0.3,0.0,70.2,0.0,0.4,19.2,6.6,8.3,5568.020551823693,0.3369639637080693,2.371823607729508
2021-11-16,MINE_05,11,4,Tuesday,2195.0,1664.0,16,16,14,3,3,2,100.0,100.0,86.3,95.1,0.0,0.4,0,0,0.2,3.97,12.3,6.7,5.7,1.9,30.7,37,4.2,0.4,23.4,22.0,94.3,83.9,83.5,0.0,1.0,59.2,0.0,4.0,14.4,5.5,12.3,10192.805317491022,0.45372194866029836,2.266529594279768
2021-11-17,MINE_05,11,4,Wednesday,2215.0,2009.0,16,16,14,3,3,2,100.0,100.0,85.1,88.6,0.6,0.2,0,0,0.1,3.5,6.2,5.1,5.1,1.8,24.2,47,6.0,0.5,24.0,22.8,94.9,80.7,80.0,0.9,0.0,49.3,0.0,0.8,17.8,11.7,3.9,12567.928626816074,0.47142626568137286,2.5632891722871265
2021-11-18,MINE_05,11,4,Thursday,2027.0,1785.0,16,16,15,3,3,2,100.0,100.0,90.0,85.5,0.1,0.3,0,0,0.3,3.31,5.3,5.5,3.5,2.0,23.5,47,7.1,0.3,20.9,20.4,97.6,90.2,81.8,0.0,0.2,83.9,0.0,2.4,17.7,7.1,0.0,7256.801872544452,0.4470320471566153,2.5652613397857627
2021-11-19,MINE_05,11,4,Friday,2216.0,1826.0,16,16,14,3,3,2,100.0,100.0,85.7,84.7,0.1,0.3,0,0,0.0,3.45,9.6,6.9,5.5,2.0,28.4,42,4.5,0.1,23.3,23.2,99.6,79.3,89.9,0.0,0.0,68.8,0.0,0.3,18.4,12.5,18.2,8941.86610528832,0.5910535894114388,2.14071411460166
2021-11-20,MINE_05,11,4,Saturday,2152.0,1738.0,16,14,12,3,3,2,87.5,100.0,86.4,91.1,9.8,0.0,1,0,1.3,3.7,7.4,5.0,5.8,1.5,23.1,42,3.4,0.2,23.7,20.9,88.4,79.2,84.7,2.0,0.0,62.3,0.0,0.5,19.3,0.6,2.6,9875.85583716118,0.5719663742845045,2.363680691311675
2021-11-21,MINE_05,11,4,Sunday,2268.0,1228.0,16,16,14,3,2,1,100.0,66.7,96.6,97.5,0.2,5.6,0,1,0.5,3.74,7.4,6.3,4.2,1.8,35.4,29,15.6,0.5,23.4,20.1,85.8,83.8,87.2,2.0,0.0,73.4,0.0,0.3,16.0,6.2,0.0,7423.102108551174,0.528432166456223,2.859534889144185
2021-11-22,MINE_05,11,4,Monday,2268.0,2068.0,16,15,13,3,3,2,93.8,100.0,86.9,96.5,4.7,0.1,1,0,0.6,3.7,9.2,6.9,5.2,1.5,25.2,44,2.3,0.2,22.5,22.1,98.1,90.4,91.4,0.0,0.0,66.2,0.0,1.1,19.3,11.3,10.6,9260.493237581799,0.42073454897002033,2.6204531215220337
2021-11-25,MINE_05,11,4,Thursday,2466.0,1708.0,16,14,12,3,3,2,87.5,100.0,76.8,84.4,14.4,0.0,1,0,1.5,3.48,7.4,7.0,4.5,2.4,23.8,38,2.5,0.3,21.9,20.9,95.3,79.6,93.3,0.0,0.0,73.6,0.0,0.1,18.5,10.2,8.0,6525.824080227964,0.5773053640871011,2.5853644205691717
2021-11-29,MINE_05,11,4,Monday,2382.0,969.0,16,15,12,3,2,1,93.8,66.7,97.5,92.7,3.3,5.0,0,1,0.7,4.06,8.5,6.2,4.8,1.9,35.5,26,14.0,0.5,21.8,20.5,93.8,82.1,80.3,0.0,0.0,70.3,0.0,0.1,17.3,7.3,10.9,7638.585522901952,0.5056708237393046,2.361646468513531
2021-11-30,MINE_05,11,4,Tuesday,2210.0,1621.0,16,16,15,3,3,2,100.0,100.0,87.5,83.7,0.2,0.0,0,0,0.0,3.98,9.7,7.5,5.1,1.9,30.1,47,5.9,0.2,23.9,23.8,99.6,67.6,83.7,0.0,0.0,46.5,0.0,0.2,16.3,9.5,12.7,6773.625153238275,0.41981863981758544,2.5519536307679793
2021-12-02,MINE_05,12,4,Thursday,2397.0,2258.0,16,16,14,3,3,3,100.0,100.0,85.8,84.5,0.8,0.2,0,0,0.5,3.94,10.7,6.5,4.9,1.9,26.4,41,2.4,0.4,22.7,22.4,98.4,77.3,78.8,0.0,0.0,75.4,0.0,0.4,18.0,9.1,8.0,7909.835202676266,0.47342695122529443,2.4915951362825215
2021-12-03,MINE_05,12,4,Friday,2282.0,1336.0,16,14,12,3,3,2,87.5,100.0,85.6,87.8,8.3,0.2,0,0,0.9,3.76,9.9,5.3,5.3,1.6,28.0,28,6.0,0.3,19.7,17.9,91.1,76.0,86.7,0.0,1.1,61.8,0.0,0.2,18.2,2.4,11.0,11092.852814027709,0.5243491380485984,2.3351478483672348
2021-12-04,MINE_05,12,4,Saturday,2214.0,1898.0,16,16,14,3,2,2,100.0,66.7,85.6,91.2,1.0,2.5,0,0,0.7,4.16,9.6,6.6,5.6,2.6,29.5,40,5.1,0.2,23.3,22.6,96.8,85.5,87.7,0.0,0.0,64.5,0.0,2.6,18.2,8.1,3.8,7988.321743785042,0.43868918486867414,2.3957392229454544
2021-12-06,MINE_05,12,4,Monday,2234.0,939.0,16,15,13,3,2,1,93.8,66.7,95.2,91.9,7.6,5.6,1,1,1.0,3.91,8.5,6.2,4.3,1.9,35.3,26,14.4,0.5,21.6,19.9,92.3,78.8,83.5,0.0,0.0,71.9,0.0,1.4,17.1,10.0,0.0,6355.8130619669755,0.47935681161100463,2.400246436212423
2021-12-07,MINE_05,12,4,Tuesday,2280.0,684.0,16,16,14,3,2,1,100.0,66.7,84.1,89.8,0.3,4.9,0,1,1.0,3.48,9.1,6.9,5.1,1.6,38.9,26,16.3,0.6,21.6,19.1,88.5,69.9,82.3,1.1,0.0,64.2,0.0,0.4,18.9,10.5,11.6,7630.380567142081,0.4890337218489098,2.196762467758921
2021-12-09,MINE_05,12,4,Thursday,2143.0,696.0,16,14,12,3,2,1,87.5,66.7,84.3,80.0,5.5,6.6,0,1,1.8,3.99,9.6,7.7,5.7,1.7,38.3,20,13.6,0.5,20.6,17.5,84.8,76.1,84.8,1.1,0.0,50.4,0.0,0.1,17.6,8.0,8.1,7166.632023858306,0.4110805400193011,2.229783666800763
2021-12-10,MINE_05,12,4,Friday,2371.0,1806.0,16,15,14,3,3,2,93.8,100.0,87.0,92.5,3.5,0.0,0,0,0.3,3.62,8.1,6.2,4.0,2.0,24.5,46,4.3,0.2,22.4,20.8,92.7,84.6,84.5,0.0,1.4,74.7,0.0,0.1,20.0,6.0,0.0,12845.829463875572,0.4567724144773165,2.454603363345402
2021-12-11,MINE_05,12,4,Saturday,2089.0,2231.0,16,16,15,3,3,2,100.0,100.0,78.3,100.0,0.4,0.2,0,0,0.1,3.37,8.0,5.4,4.7,2.0,26.3,46,6.1,0.2,22.7,22.6,99.3,85.1,81.7,0.0,0.0,76.1,0.0,0.4,20.8,3.2,9.9,8004.4957639368895,0.4152270794766257,2.324897501683516
2021-12-14,MINE_05,12,4,Tuesday,2300.0,1888.0,16,16,15,3,3,2,100.0,100.0,85.4,92.5,0.1,0.2,0,0,0.0,4.21,6.7,6.0,4.7,1.8,23.5,49,4.4,0.3,22.0,21.8,99.3,78.2,91.5,0.0,0.0,54.4,0.0,0.1,17.5,11.2,2.7,7787.812429229191,0.5194042619678706,2.434313492667588
2021-12-17,MINE_05,12,4,Friday,2539.0,1716.0,16,15,14,3,3,2,93.8,100.0,93.4,95.6,8.8,0.5,1,0,1.1,3.7,8.5,6.2,5.3,1.6,25.9,44,4.2,0.2,22.6,21.8,96.6,74.3,83.3,0.0,0.0,52.7,0.0,0.3,19.0,11.0,10.5,8833.713403434542,0.4216844726972543,2.173366551635495
2021-12-18,MINE_05,12,4,Saturday,2225.0,1543.0,16,16,15,3,3,2,100.0,100.0,89.2,92.3,0.2,0.3,0,0,0.5,3.51,10.6,6.5,6.3,1.9,31.2,34,5.9,0.2,20.4,19.2,94.1,80.2,90.6,0.9,0.0,56.1,0.0,0.4,20.3,12.5,15.8,7108.686817056516,0.48767672483122754,2.654762321375646
2021-12-19,MINE_05,12,4,Sunday,2452.0,1780.0,16,14,12,3,3,2,87.5,100.0,90.9,93.8,5.9,0.1,0,0,0.8,3.87,8.9,6.0,4.1,1.5,23.4,37,2.9,0.2,21.3,20.8,97.6,83.1,90.4,0.0,0.0,74.6,0.0,0.1,19.5,3.9,8.4,8641.906232602752,0.39516895109235317,2.9105930082642057
2021-12-22,MINE_05,12,4,Wednesday,2366.0,1205.0,16,16,16,3,2,2,100.0,66.7,84.0,80.2,1.0,10.6,0,1,1.2,3.91,10.1,6.0,4.8,1.5,29.7,35,7.3,0.3,19.6,17.3,88.4,78.6,87.8,0.0,0.0,58.7,0.0,0.1,17.5,8.7,10.8,8158.116774286252,0.409288492531229,2.699976239860343
2021-12-23,MINE_05,12,4,Thursday,2348.0,1589.0,16,16,14,3,3,2,100.0,100.0,78.1,83.9,0.1,0.1,0,0,0.1,3.68,7.8,5.9,5.0,1.5,24.3,47,4.2,0.3,21.0,20.9,99.2,81.0,85.2,0.0,0.0,69.1,0.0,0.6,20.7,5.9,6.0,10302.829899650089,0.4066240545996136,2.720604058992199
2021-12-24,MINE_05,12,4,Friday,2317.0,1802.0,16,16,13,3,3,2,100.0,100.0,91.4,95.8,0.1,0.3,0,0,0.3,3.39,9.4,6.4,4.2,1.6,22.7,48,1.2,0.3,23.2,22.0,95.0,86.4,83.2,0.9,0.0,89.6,0.0,0.1,18.8,8.4,10.5,5350.5981450767,0.4557008876405967,2.6197216195602677
2021-12-25,MINE_05,12,4,Saturday,2234.0,1628.0,16,16,15,3,3,2,100.0,100.0,81.4,93.5,0.0,0.1,0,0,0.2,3.62,10.7,8.2,4.6,1.4,29.6,38,4.6,0.2,21.7,19.7,91.1,83.8,85.1,1.8,0.0,69.0,0.0,0.7,20.0,20.4,18.9,9493.110781775098,0.48154851020237643,2.547614288189355
2021-12-27,MINE_05,12,4,Monday,2294.0,924.0,16,16,15,3,2,1,100.0,66.7,78.5,86.8,2.2,1.8,0,0,0.4,3.95,8.9,6.5,5.4,1.6,43.2,26,20.8,0.7,22.4,20.2,90.3,86.5,78.4,1.4,0.0,66.0,0.0,0.7,18.5,12.3,8.6,8823.357271343115,0.4916890623395408,2.5118017000921937
2021-12-29,MINE_05,12,4,Wednesday,2254.0,1851.0,16,16,16,3,3,2,100.0,100.0,83.3,90.1,0.2,0.6,0,0,0.4,4.08,9.9,5.4,5.7,1.6,28.8,43,6.3,0.4,22.0,21.6,98.2,77.7,83.6,0.0,0.0,61.4,0.0,0.7,21.3,5.7,2.6,5989.566783567899,0.3741545888599349,2.311591797370358
2021-12-30,MINE_05,12,4,Thursday,2361.0,1295.0,16,15,14,3,3,2,93.8,100.0,83.6,94.3,4.9,0.4,0,0,0.8,4.48,13.3,6.6,4.7,1.8,31.4,32,5.0,0.2,22.8,20.8,91.2,81.7,72.2,1.5,0.0,80.9,0.0,0.4,19.7,7.5,13.1,11506.408043434101,0.4623523549823694,2.632508272165646
2021-12-31,MINE_05,12,4,Friday,2445.0,1684.0,16,15,14,3,3,2,93.8,100.0,80.7,90.3,7.7,0.3,1,0,1.1,3.33,8.9,6.6,3.8,1.5,24.2,39,3.3,0.8,21.6,20.7,95.6,82.7,92.9,0.0,0.0,71.2,0.0,0.2,21.7,6.9,18.1,6667.422759963261,0.4303460550699455,2.6206388097895226
2022-01-01,MINE_05,1,1,Saturday,2512.0,2224.0,16,14,13,3,3,3,87.5,100.0,87.4,94.4,11.2,0.2,1,0,1.4,3.81,11.4,7.2,5.3,2.4,27.0,39,0.6,0.1,22.4,21.6,96.2,81.6,86.9,0.0,0.0,63.5,0.0,0.3,20.2,8.9,17.4,5642.908656215681,0.5010073382063652,2.401895202703781
2022-01-02,MINE_05,1,1,Sunday,2371.0,1471.0,16,15,13,3,3,2,93.8,100.0,100.0,87.0,2.4,0.1,0,0,0.5,3.66,7.2,4.3,5.5,1.7,24.0,35,5.3,0.2,18.9,18.6,98.3,68.3,84.8,0.0,0.0,54.8,0.0,0.4,20.0,2.4,0.0,7856.0310316034365,0.45690752289464165,2.599697936542326
2022-01-03,MINE_05,1,1,Monday,2457.0,1647.0,16,14,13,3,3,2,87.5,100.0,87.0,95.0,11.1,0.3,1,0,0.7,3.82,9.3,6.4,5.6,1.1,24.9,44,2.5,0.3,21.2,20.5,96.6,80.5,85.7,0.0,0.0,49.2,0.0,0.3,21.4,9.7,16.6,10649.8104175215,0.4671818157949843,2.3557080599034097
2022-01-06,MINE_05,1,1,Thursday,2328.0,1675.0,16,14,12,3,3,2,87.5,100.0,84.0,90.7,7.9,0.4,0,0,0.7,3.39,8.5,4.9,4.6,1.8,23.1,48,3.3,0.2,22.6,22.0,97.3,81.3,82.8,0.0,0.0,76.4,0.0,1.9,19.6,0.9,2.6,7200.003320671818,0.4306553294863328,2.3684460462344417
2022-01-07,MINE_05,1,1,Friday,2216.0,917.0,16,16,14,3,2,1,100.0,66.7,87.8,82.8,0.9,4.5,0,0,1.2,3.92,9.1,6.6,5.4,2.1,41.0,30,17.8,0.7,23.5,22.1,94.0,78.0,72.9,0.0,0.0,64.7,0.0,0.0,23.8,1.3,14.7,6782.070789748507,0.5664831451314786,2.6495181897771323
2022-01-08,MINE_05,1,1,Saturday,2374.0,1888.0,16,15,14,3,3,2,93.8,100.0,92.7,100.0,3.9,0.0,0,0,0.4,3.74,8.8,6.5,4.1,1.6,25.7,45,4.8,0.4,22.0,21.6,98.2,79.5,88.3,0.0,0.0,74.2,0.0,4.1,21.6,18.1,10.4,7995.3163279958,0.401030652826175,2.58060260667051
2022-01-09,MINE_05,1,1,Sunday,2344.0,1775.0,16,16,15,3,3,2,100.0,100.0,74.9,100.0,0.1,0.1,0,0,0.1,3.92,9.7,6.5,5.3,1.9,29.1,37,5.6,0.4,19.5,19.3,98.9,83.5,88.3,0.0,0.0,55.5,0.0,0.6,20.8,7.2,3.4,10494.392496108816,0.44964215163261184,2.4481082526128053
2022-01-10,MINE_05,1,1,Monday,2162.0,2172.0,16,15,15,3,3,2,93.8,100.0,84.9,85.3,3.9,0.1,0,0,0.4,3.08,6.7,5.2,3.7,2.0,23.0,54,5.5,0.3,22.9,22.5,98.3,93.3,93.8,0.0,0.0,89.2,0.0,0.9,21.1,14.5,12.9,8558.328246916488,0.47754543603401434,2.4249638890009537
2022-01-12,MINE_05,1,1,Wednesday,2064.0,1851.0,16,16,15,3,3,2,100.0,100.0,89.2,86.5,0.1,0.2,0,0,0.2,3.95,6.9,5.1,5.0,2.1,24.7,47,5.5,0.6,22.9,22.5,98.5,67.0,85.0,0.0,0.0,59.7,0.0,0.7,22.0,5.5,6.1,7496.018842642634,0.4578026956821634,2.5294516698213583
2022-01-14,MINE_05,1,1,Friday,2202.0,2916.0,16,16,14,3,3,3,100.0,100.0,90.0,93.2,0.6,0.3,0,0,0.1,3.38,7.4,5.0,4.4,1.8,19.1,65,0.6,0.2,22.5,22.3,99.2,77.2,86.5,0.0,0.0,60.2,0.0,0.0,23.7,0.0,3.2,7389.834852298862,0.4296110420551231,2.127417010213824
2022-01-15,MINE_05,1,1,Saturday,2328.0,1965.0,16,16,14,3,3,2,100.0,100.0,84.7,87.8,0.7,0.0,0,0,0.1,3.84,8.1,6.5,4.5,1.9,25.4,48,4.5,0.2,22.7,22.6,99.4,81.5,90.9,0.0,0.0,76.3,0.0,0.4,21.2,4.3,12.1,8081.538517724707,0.37198492660137367,2.34294323639062
2022-01-17,MINE_05,1,1,Monday,2298.0,1757.0,16,16,15,3,3,2,100.0,100.0,79.2,88.0,0.0,0.2,0,0,0.1,4.3,12.9,9.3,4.9,1.9,33.3,41,4.4,0.2,23.2,23.0,99.4,79.5,88.6,0.0,0.0,78.2,0.0,0.5,22.2,19.3,21.9,11353.017122774552,0.43359452880495436,2.2414752973569674
2022-01-18,MINE_05,1,1,Tuesday,2240.0,2179.0,16,16,15,3,3,2,100.0,100.0,89.1,97.2,0.4,0.2,0,0,0.1,3.38,9.0,4.8,4.8,1.8,24.9,51,4.6,0.2,22.5,22.4,99.3,68.9,90.5,0.0,0.0,52.2,0.0,0.2,22.8,2.7,1.8,8361.789433780265,0.4188613548214352,2.4968677334921696
2022-01-22,MINE_05,1,1,Saturday,2231.0,1333.0,16,14,13,3,3,2,87.5,100.0,82.6,81.0,5.0,0.0,0,0,0.6,3.74,11.7,6.9,5.1,1.9,30.3,32,4.7,0.4,21.0,20.5,97.6,79.8,79.6,0.0,0.0,47.9,0.0,0.1,25.6,15.3,21.6,7806.000739702463,0.563984873703218,2.712220812092578
2022-01-23,MINE_05,1,1,Sunday,2083.0,1557.0,16,16,13,3,3,2,100.0,100.0,70.9,84.5,0.0,0.3,0,0,0.2,3.73,8.5,6.5,5.5,2.2,27.5,39,4.8,0.3,23.5,23.2,99.0,79.6,93.8,0.0,0.0,68.3,0.0,8.6,24.6,12.7,7.1,12391.023693096608,0.596185797176894,2.5899288638557256
2022-01-27,MINE_05,1,1,Thursday,2279.0,2013.0,16,16,14,3,3,2,100.0,100.0,88.4,88.8,0.1,0.3,0,0,0.4,3.8,9.8,5.9,3.8,2.0,24.8,48,3.3,0.4,23.6,23.3,98.6,81.4,91.9,0.0,0.0,67.8,0.0,0.3,26.4,8.9,6.9,7010.719864901438,0.46883397881424294,2.3921975263388027
2022-01-28,MINE_05,1,1,Friday,2527.0,2237.0,16,16,15,3,3,3,100.0,100.0,88.5,89.0,0.4,0.1,0,0,0.1,3.44,8.4,8.3,3.4,1.0,23.5,55,2.3,0.2,23.9,23.3,97.5,81.3,83.9,0.0,0.5,70.2,0.0,0.5,24.4,5.6,20.8,8699.858984725488,0.39436591138754934,2.3531777512038032
2022-01-30,MINE_05,1,1,Sunday,2322.0,1920.0,16,14,12,3,3,2,87.5,100.0,86.3,97.3,19.1,0.0,1,0,1.2,3.73,9.3,4.6,4.8,1.6,21.4,45,1.2,0.0,21.4,19.9,92.6,83.3,84.0,0.6,0.0,80.6,0.0,0.3,26.6,4.8,9.5,8470.401028102502,0.5122199469181815,2.3437238403244516
